symbol,title,content,published_at,source,sentiment_score,confidence,impact,category,id
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 3 млрд руб.,2023-10-05 17:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231005_312
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-10-06 15:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231006_313
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-10-08 14:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231008_314
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 9 млрд руб.,2023-10-08 12:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231008_315
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2023-10-08 10:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20231008_316
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-10-09 17:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231009_317
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 1 млрд руб.,2023-10-10 15:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231010_318
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2023-10-12 10:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20231012_319
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 7 млрд руб.,2023-10-13 12:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231013_320
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2023-10-13 09:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20231013_321
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-10-14 13:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231014_322
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-10-15 17:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231015_323
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2023-10-15 09:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20231015_324
NVTK,NVTK: Снижение прибыли и убытки,Компания NVTK показала снижение прибыли на 10% из-за неблагоприятных условий на рынке.,2023-10-15 09:00:00,Financial News,-0.7,0.8,high,very_negative,NVTK_20231015_325
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 22% и программу выкупа акций.,2023-10-16 12:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20231016_326
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 12% и программу выкупа акций.,2023-10-17 14:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20231017_327
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-10-17 11:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231017_328
NVTK,NVTK: Рекордная прибыль превышает прогнозы на 20%,"Компания NVTK показала неожиданно высокую прибыль, превысив прогнозы аналитиков на 20%.",2023-10-18 15:00:00,Financial News,0.9,0.95,very_high,very_positive,NVTK_20231018_329
NVTK,NVTK: Снижение прибыли и убытки,Компания NVTK показала снижение прибыли на 10% из-за неблагоприятных условий на рынке.,2023-10-20 10:00:00,Financial News,-0.7,0.8,high,very_negative,NVTK_20231020_330
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-10-21 10:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231021_331
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-10-22 14:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231022_332
NVTK,NVTK: Снижение прибыли и убытки,Компания NVTK показала снижение прибыли на 10% из-за неблагоприятных условий на рынке.,2023-10-22 16:00:00,Financial News,-0.7,0.8,high,very_negative,NVTK_20231022_333
NVTK,NVTK: Регуляторные проблемы и штрафы,На NVTK наложены штрафы регулятором за нарушения в отчетности на сумму 6 млн руб.,2023-10-23 09:00:00,Financial News,-0.8,0.85,high,very_negative,NVTK_20231023_334
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2023-10-23 15:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20231023_335
NVTK,NVTK: Регуляторные проблемы и штрафы,На NVTK наложены штрафы регулятором за нарушения в отчетности на сумму 6 млн руб.,2023-10-24 10:00:00,Financial News,-0.8,0.85,high,very_negative,NVTK_20231024_336
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-10-29 13:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231029_337
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-10-30 10:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231030_338
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 16% и программу выкупа акций.,2023-11-01 13:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20231101_339
NVTK,NVTK: Регуляторные проблемы и штрафы,На NVTK наложены штрафы регулятором за нарушения в отчетности на сумму 6 млн руб.,2023-11-04 09:00:00,Financial News,-0.8,0.85,high,very_negative,NVTK_20231104_340
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-11-05 17:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231105_341
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-11-06 11:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231106_342
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-11-09 14:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231109_343
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2023-11-09 17:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20231109_344
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-11-10 13:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231110_345
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2023-11-12 12:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20231112_346
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-11-13 12:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231113_347
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-11-13 14:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231113_348
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2023-11-14 13:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20231114_349
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-11-14 17:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231114_350
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 7 млрд руб.,2023-11-15 11:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231115_351
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 5 млрд руб.,2023-11-20 16:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231120_352
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-11-20 12:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231120_353
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2023-11-24 11:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20231124_354
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2023-11-27 15:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20231127_355
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2023-11-27 14:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20231127_356
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-11-27 15:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231127_357
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 21% и программу выкупа акций.,2023-11-29 11:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20231129_358
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 17% и программу выкупа акций.,2023-11-29 16:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20231129_359
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-11-30 09:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231130_360
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-12-02 09:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231202_361
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-12-05 13:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231205_362
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 6 млрд руб.,2023-12-05 09:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231205_363
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2023-12-06 11:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20231206_364
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 5% и программу выкупа акций.,2023-12-07 16:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20231207_365
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-12-10 09:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231210_366
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2023-12-11 11:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20231211_367
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 1 млрд руб.,2023-12-12 11:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231212_368
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 8 млрд руб.,2023-12-13 17:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231213_369
NVTK,NVTK: Снижение прибыли и убытки,Компания NVTK показала снижение прибыли на 19% из-за неблагоприятных условий на рынке.,2023-12-13 09:00:00,Financial News,-0.7,0.8,high,very_negative,NVTK_20231213_370
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2023-12-16 13:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20231216_371
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-12-18 12:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231218_372
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2023-12-21 15:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20231221_373
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-12-22 15:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231222_374
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 2 млрд руб.,2023-12-22 16:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231222_375
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 4 млрд руб.,2023-12-23 14:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20231223_376
NVTK,NVTK: Регуляторные проблемы и штрафы,На NVTK наложены штрафы регулятором за нарушения в отчетности на сумму 5 млн руб.,2023-12-26 17:00:00,Financial News,-0.8,0.85,high,very_negative,NVTK_20231226_377
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 15% и программу выкупа акций.,2023-12-26 12:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20231226_378
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2023-12-27 13:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20231227_379
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2023-12-27 14:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20231227_380
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2023-12-28 09:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20231228_381
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-12-29 16:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231229_382
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2023-12-29 14:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20231229_383
NVTK,NVTK: Снижение прибыли и убытки,Компания NVTK показала снижение прибыли на 16% из-за неблагоприятных условий на рынке.,2023-12-30 17:00:00,Financial News,-0.7,0.8,high,very_negative,NVTK_20231230_384
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2023-12-31 09:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20231231_385
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2024-01-01 15:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20240101_386
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2024-01-02 15:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20240102_387
NVTK,NVTK: Снижение прибыли и убытки,Компания NVTK показала снижение прибыли на 24% из-за неблагоприятных условий на рынке.,2024-01-06 17:00:00,Financial News,-0.7,0.8,high,very_negative,NVTK_20240106_388
NVTK,NVTK: Рекордная прибыль превышает прогнозы на 13%,"Компания NVTK показала неожиданно высокую прибыль, превысив прогнозы аналитиков на 13%.",2024-01-07 09:00:00,Financial News,0.9,0.95,very_high,very_positive,NVTK_20240107_389
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2024-01-08 13:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20240108_390
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-01-08 11:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240108_391
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2024-01-10 13:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20240110_392
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2024-01-11 14:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20240111_393
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 4 млрд руб.,2024-01-12 14:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20240112_394
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2024-01-14 13:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20240114_395
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 9% и программу выкупа акций.,2024-01-14 14:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20240114_396
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 13% и программу выкупа акций.,2024-01-16 16:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20240116_397
NVTK,NVTK: Регуляторные проблемы и штрафы,На NVTK наложены штрафы регулятором за нарушения в отчетности на сумму 8 млн руб.,2024-01-16 13:00:00,Financial News,-0.8,0.85,high,very_negative,NVTK_20240116_398
NVTK,NVTK: Снижение прибыли и убытки,Компания NVTK показала снижение прибыли на 24% из-за неблагоприятных условий на рынке.,2024-01-16 15:00:00,Financial News,-0.7,0.8,high,very_negative,NVTK_20240116_399
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2024-01-20 17:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20240120_400
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2024-01-21 15:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20240121_401
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-01-21 10:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240121_402
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2024-01-23 13:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20240123_403
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2024-01-23 13:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20240123_404
NVTK,NVTK: Регуляторные проблемы и штрафы,На NVTK наложены штрафы регулятором за нарушения в отчетности на сумму 3 млн руб.,2024-01-24 17:00:00,Financial News,-0.8,0.85,high,very_negative,NVTK_20240124_405
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-01-26 15:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240126_406
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2024-01-26 10:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20240126_407
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 3 млрд руб.,2024-01-29 09:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20240129_408
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 7 млрд руб.,2024-01-31 13:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20240131_409
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2024-02-02 17:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20240202_410
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-02-04 15:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240204_411
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 4 млрд руб.,2024-02-05 10:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20240205_412
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2024-02-05 12:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20240205_413
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-02-05 10:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240205_414
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 8 млрд руб.,2024-02-06 10:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20240206_415
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2024-02-06 15:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20240206_416
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-02-09 10:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240209_417
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2024-02-09 15:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20240209_418
NVTK,NVTK: Плановые корпоративные события,Компания NVTK провела плановое собрание акционеров.,2024-02-10 09:00:00,Financial News,0.0,0.3,low,neutral,NVTK_20240210_419
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 3 млрд руб.,2024-02-13 17:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20240213_420
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-02-15 15:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240215_421
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2024-02-16 14:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20240216_422
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2024-02-18 12:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20240218_423
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-02-20 17:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240220_424
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2024-02-21 10:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20240221_425
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-02-22 11:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240222_426
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2024-02-28 09:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20240228_427
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2024-02-28 14:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20240228_428
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2024-03-03 14:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20240303_429
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-03-03 16:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240303_430
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 6 млрд руб.,2024-03-05 15:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20240305_431
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-03-06 10:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240306_432
NVTK,NVTK: Снижение прибыли и убытки,Компания NVTK показала снижение прибыли на 19% из-за неблагоприятных условий на рынке.,2024-03-07 13:00:00,Financial News,-0.7,0.8,high,very_negative,NVTK_20240307_433
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2024-03-12 12:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20240312_434
NVTK,NVTK: Снижение прибыли и убытки,Компания NVTK показала снижение прибыли на 12% из-за неблагоприятных условий на рынке.,2024-03-14 11:00:00,Financial News,-0.7,0.8,high,very_negative,NVTK_20240314_435
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2024-03-15 10:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20240315_436
NVTK,NVTK: Стабильные результаты в квартале,"Компания NVTK показала стабильные результаты, соответствующие прогнозам аналитиков.",2024-03-19 13:00:00,Financial News,0.6,0.7,medium,very_positive,NVTK_20240319_437
NVTK,NVTK: Повышение дивидендов и выкуп акций,Совет директоров NVTK одобрил повышение дивидендных выплат на 24% и программу выкупа акций.,2024-03-20 13:00:00,Financial News,0.7,0.8,high,very_positive,NVTK_20240320_438
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-03-21 12:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240321_439
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2024-03-21 10:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20240321_440
NVTK,NVTK: Регуляторные проблемы и штрафы,На NVTK наложены штрафы регулятором за нарушения в отчетности на сумму 5 млн руб.,2024-03-22 15:00:00,Financial News,-0.8,0.85,high,very_negative,NVTK_20240322_441
NVTK,NVTK: Новые контракты и партнерства,"NVTK подписала крупные контракты, что укрепит позиции компании на рынке.",2024-03-22 16:00:00,Financial News,0.5,0.6,medium,positive,NVTK_20240322_442
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2024-03-23 11:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20240323_443
NVTK,NVTK: Обычные торговые сессии,Торги NVTK прошли в обычном режиме без значительных изменений.,2024-03-23 11:00:00,Financial News,0.1,0.4,low,neutral,NVTK_20240323_444
NVTK,NVTK: Рекордная прибыль превышает прогнозы на 24%,"Компания NVTK показала неожиданно высокую прибыль, превысив прогнозы аналитиков на 24%.",2024-03-24 13:00:00,Financial News,0.9,0.95,very_high,very_positive,NVTK_20240324_445
NVTK,NVTK: Снижение рейтинга аналитиками,"Ведущие аналитики понизили рейтинг NVTK с ""покупать"" до ""держать"" из-за ухудшения перспектив.",2024-03-24 13:00:00,Financial News,-0.6,0.7,medium,very_negative,NVTK_20240324_446
NVTK,NVTK: Крупные инвестиции и расширение бизнеса,NVTK объявила о планах крупных инвестиций в развитие новых направлений на сумму 4 млрд руб.,2024-03-25 13:00:00,Financial News,0.8,0.85,high,very_positive,NVTK_20240325_447
